Address (Full),Average ELA Proficiency,Average Math Proficiency,City,Collaborative Teachers %,Collaborative Teachers Rating,Community School?,District,Economic Need Index,Effective School Leadership %,Effective School Leadership Rating,Grade High,Grade Low,Grades,Latitude,Longitude,Percent Asian,Percent Black,Percent Black / Hispanic,Percent ELL,Percent Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,SED Code,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment %,Supportive Environment Rating,Trust %,Trust Rating,Zip,avg_math_proficiency_2017,avg_math_proficiency_2017_city_diff,avg_math_proficiency_2017_comp_diff,black_2017_num_students,dbn,econ_need_index_2017_city_diff,econ_need_index_2017_dist_diff,econ_need_index_2017_val,grade_7_2017_enrollment,grade_8_2017_enrollment,hispanic_2017_avg_ela,hispanic_2017_avg_math,hispanic_2017_num_students,num_offered,num_testtakers,pct_8th_graders_offered,pct_8th_graders_w_hs_credit_2017,pct_8th_graders_w_hs_credit_2017_city_diff,pct_8th_graders_w_hs_credit_2017_comp_diff,pct_black_hispanic,pct_hra_assistance_2017_city_diff,pct_hra_assistance_2017_dist_diff,pct_hra_assistance_2017_val,pct_math_level_3_or_4_2017,pct_math_level_3_or_4_2017_city_diff,pct_math_level_3_or_4_2017_comp_diff,pct_poverty_2017_city_diff,pct_poverty_2017_dist_diff,pct_poverty_2017_val,pct_students_w_disabilities_2017_city_diff,pct_students_w_disabilities_2017_dist_diff,pct_students_w_disabilities_2017_val,pct_temp_housing_2017_city_diff,pct_temp_housing_2017_dist_diff,pct_temp_housing_2017_val,sa_attendance_90plus_2017,sa_attendance_90plus_2017_city_diff,sa_attendance_90plus_2017_dist_diff,school_name,econ_need_index_2017_city_diff_binary,perc_testtakers,perc_testtakers_quartile,borough,dist_to_bronx_hs_of_science,dist_to_brooklyn_tech_hs,dist_to_stuyvesant_hs,min_dist_to_big_three,Community School?_Yes,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Not Meeting Target,Rigorous Instruction Rating_nan,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Not Meeting Target,Collaborative Teachers Rating_nan,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_nan,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Not Meeting Target,Effective School Leadership Rating_nan,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Not Meeting Target,Strong Family-Community Ties Rating_nan,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Not Meeting Target,Trust Rating_nan,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Not Meeting Target,Student Achievement Rating_nan,borough_bronx,borough_manhattan,borough_queens,borough_staten_island,discretionary_funding,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Major N_proportion,Oth N_proportion,NoCrim N_proportion,Prop N_proportion,Vio N_proportion
"4140 HUTCHINSON RIVER PKWY E BRONX, NY 10475",2.44,2.52,BRONX,0.83,Meeting Target,No,11.0,0.5670000000000001,0.83,Meeting Target,12,06,"06,07,08,09,10,11,12",40.864136,-73.82396,0.01,0.73,0.97,0.03,0.24,0.01,0.13,0.8,Approaching Target,321100860956.0,0.75,Approaching Target,Meeting Target,0.95,0.81,Meeting Target,0.89,Meeting Target,10475.0,2.39,-0.32,-0.07,191.0,84X488,-0.071,-0.10800000000000001,0.526,89.0,90.0,2.53,2.26,64.0,0.0,31.0,0.0,0.244,-0.1,-0.01,0.97,-0.07400000000000001,-0.109,0.373,0.185,-0.14,-0.06,-0.023,-0.011000000000000001,0.242,0.018000000000000002,-0.004,0.22399999999999998,-0.066,-0.092,0.049,0.8959999999999999,0.08,0.09,THE EQUALITY CHARTER SCHOOL,False,0.34444444444444444,3.0,bronx,3.637065240633395,14.504997752651217,14.174648599435045,3.637065240633395,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,159000.0,1.0,6.0,8.0,4.0,3.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,1.1834319526627217,1.0471204188481675,1.2084592145015105,1.293103448275862
"510 WAVERLY AVE BROOKLYN, NY 11238",2.62,2.98,BROOKLYN,0.93,Exceeding Target,No,13.0,0.6920000000000001,0.9,Exceeding Target,12,0K,"0K,01,02,03,04,05,06,07,08,09,10,11,12",40.682396000000004,-73.965924,0.01,0.88,0.99,0.0,0.11,0.0,0.01,0.94,Exceeding Target,331300860902.0,0.88,Meeting Target,Meeting Target,0.98,0.84,Meeting Target,0.92,Meeting Target,11238.0,3.31,0.44,0.3,714.0,84K508,0.042,0.184,0.657,90.0,85.0,3.15,3.44,90.0,0.0,32.0,0.0,0.0,-0.3,-0.36,0.97,0.031,0.162,0.498,0.669,0.29,0.16,0.016,0.07200000000000001,0.297,-0.042,-0.017,0.145,-0.027999999999999997,0.016,0.086,0.97,0.16,0.14,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,True,0.3764705882352941,3.0,brooklyn,14.082122788578983,0.7205105722202085,3.507622965420619,0.7205105722202085,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5557557.720000006,1.0,6.0,8.0,4.0,3.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,1.1834319526627217,1.0471204188481675,1.2084592145015105,1.293103448275862
"351 W 18TH ST NEW YORK, NY 10011",2.94,2.76,NEW YORK,0.79,Meeting Target,No,2.0,0.406,0.74,Approaching Target,12,06,"06,07,08,09,10,11,12",40.743368,-74.00254699999998,0.11,0.19,0.54,0.03,0.35,0.29,0.11,0.83,Approaching Target,310200011422.0,0.8,Meeting Target,Meeting Target,0.95,0.82,Meeting Target,0.86,Approaching Target,10011.0,2.55,-0.16,-0.23,54.0,02M422,-0.124,0.134,0.473,95.0,90.0,2.5,2.14,101.0,0.0,33.0,0.0,0.0,-0.34,-0.33,0.65,-0.087,0.14300000000000002,0.36,0.289,-0.04,-0.11,-0.057,0.047,0.207,0.154,0.16399999999999998,0.36,-0.03,0.016,0.084,0.8390000000000001,0.03,0.02,QUEST TO LEARN,False,0.36666666666666664,3.0,manhattan,11.00159130801127,3.9972193380675765,1.8544530359469,1.8544530359469,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7778353.23,12.0,39.0,58.0,36.0,11.0,6.039999999999999,22.79,47.18000000000001,14.329999999999998,11.32,1.9867549668874176,1.7112768758227292,1.2293344637558286,2.5122121423586883,0.9717314487632509
"2609 E 7TH ST BROOKLYN, NY 11235",2.64,2.82,BROOKLYN,0.94,Meeting Target,No,21.0,0.599,0.81,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.58677,-73.961478,0.3,0.04,0.27,0.16,0.23,0.42,0.18,0.93,Meeting Target,332100010209.0,0.81,Approaching Target,Meeting Target,0.94,0.91,Meeting Target,0.93,Meeting Target,11235.0,3.04,0.17,0.24,26.0,21K209,-0.075,-0.14400000000000002,0.54,65.0,51.0,2.68,2.64,161.0,0.0,33.0,0.0,0.51,0.21,0.14,0.28,-0.06,-0.142,0.40700000000000003,0.537,0.16,0.12,-0.091,-0.091,0.19,0.098,0.063,0.285,-0.057,-0.027000000000000003,0.057999999999999996,0.846,0.04,0.02,P.S. 209 MARGARET MEAD,False,0.6470588235294118,4.0,brooklyn,20.457274957648867,7.091428299604957,9.454684105608099,7.091428299604957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,892680.38,0.0,0.0,1.0,0.0,0.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,0.0,0.0,0.18796992481203006,0.0,0.0
"153-23 83RD ST HOWARD BEACH, NY 11414",2.87,2.97,HOWARD BEACH,0.91,Exceeding Target,No,27.0,0.369,0.84,Meeting Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.66585,-73.851027,0.11,0.09,0.5,0.03,0.41,0.37,0.14,0.93,Exceeding Target,342700010232.0,0.8,Approaching Target,Meeting Target,0.95,0.93,Exceeding Target,0.93,Meeting Target,11414.0,2.91,0.04,-0.06,88.0,27Q232,-0.23199999999999998,-0.15,0.38299999999999995,105.0,98.0,3.0,2.71,461.0,0.0,33.0,0.0,0.622,0.32,0.21,0.55,-0.198,-0.156,0.26899999999999996,0.452,0.07,-0.03,-0.135,-0.043,0.146,0.009000000000000001,-0.016,0.196,-0.086,-0.073,0.027999999999999997,0.857,0.05,0.01,P.S. 232 LINDENWOOD,False,0.336734693877551,3.0,queens,14.809683079052405,6.789013843143304,9.270014354188335,6.789013843143304,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,183414.0,0.0,0.0,0.0,0.0,0.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,0.0,0.0,0.0,0.0,0.0
"2055 MAPES AVE BRONX, NY 10460",2.43,2.52,BRONX,0.93,Exceeding Target,No,12.0,0.841,0.89,Exceeding Target,8,06,"06,07,08",40.845682000000004,-73.88653199999997,0.02,0.3,0.95,0.09,0.65,0.02,0.19,0.92,Exceeding Target,321200010316.0,0.8,Meeting Target,Meeting Target,0.94,0.86,Meeting Target,0.94,Exceeding Target,10460.0,2.42,-0.29,-0.03,115.0,12X316,0.228,-0.037000000000000005,0.825,123.0,122.0,2.6,2.29,243.0,0.0,34.0,0.0,0.433,0.09,0.21,0.96,0.185,-0.061,0.632,0.247,-0.08,0.0,0.20600000000000002,0.017,0.47100000000000003,0.034,-0.035,0.24,0.027000000000000003,-0.075,0.141,0.8029999999999999,-0.01,0.07,KAPPA III,True,0.2786885245901639,3.0,bronx,2.2640681846829445,11.807422634519568,11.058748680758756,2.2640681846829445,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,951461.0,1.0,12.0,17.0,6.0,5.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,2.3668639053254434,2.2251308900523563,1.8126888217522659,2.1551724137931036
"5404 TILDEN AVE BROOKLYN, NY 11203",2.39,2.27,BROOKLYN,1.0,Meeting Target,No,18.0,0.535,0.98,Meeting Target,8,06,"06,07,08",40.647918,-73.925602,0.0,0.95,0.97,0.03,0.03,0.01,0.1,0.98,Meeting Target,331800010763.0,0.81,Approaching Target,Meeting Target,0.95,0.95,Meeting Target,0.97,Meeting Target,11203.0,2.46,-0.25,-0.21,215.0,18K763,-0.106,-0.094,0.49,78.0,71.0,2.6,2.42,5.0,0.0,34.0,0.0,0.28600000000000003,-0.06,-0.05,0.97,-0.096,-0.083,0.35100000000000003,0.261,-0.07,-0.07,-0.079,-0.031,0.18600000000000003,-0.046,-0.055999999999999994,0.16,-0.055999999999999994,-0.07,0.057999999999999996,0.8590000000000001,0.05,0.02,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,False,0.4788732394366197,4.0,brooklyn,16.00341071465543,3.8975029473648766,6.689186459697977,3.8975029473648766,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1413757.1600000001,0.0,0.0,5.0,0.0,0.0,0.69,2.83,4.2,1.77,1.33,0.0,0.0,1.1904761904761905,0.0,0.0
"280 REGIS DR STATEN ISLAND, NY 10314",2.79,2.91,STATEN ISLAND,0.91,Exceeding Target,No,31.0,0.569,0.82,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.620326,-74.16443199999998,0.12,0.21,0.63,0.04,0.41,0.23,0.17,0.94,Meeting Target,353100010861.0,0.81,Approaching Target,Exceeding Target,0.94,0.85,Meeting Target,0.9,Meeting Target,10314.0,2.91,0.04,0.1,196.0,31R861,-0.09300000000000001,0.10099999999999999,0.522,99.0,98.0,2.98,2.8,401.0,0.0,34.0,0.0,0.265,-0.03,-0.08,0.63,-0.062,0.094,0.405,0.47100000000000003,0.09,0.06,-0.111,0.005,0.17,0.073,-0.004,0.26,-0.057999999999999996,0.021,0.055999999999999994,0.8170000000000001,0.01,0.02,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,False,0.3469387755102041,3.0,staten_island,22.871143577341424,10.942805106380789,10.391660625634698,10.391660625634698,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4466384.59,0.0,1.0,1.0,0.0,1.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.0,0.1972386587771203,0.13089005235602094,0.0,0.4310344827586207
"250 E 164TH ST BRONX, NY 10456",2.58,2.71,BRONX,0.98,Exceeding Target,No,9.0,0.86,0.98,Exceeding Target,8,06,"06,07,08",40.828111,-73.917661,0.02,0.26,0.96,0.2,0.7,0.01,0.29,0.96,Meeting Target,320900010454.0,0.84,Meeting Target,Exceeding Target,0.92,0.95,Exceeding Target,0.98,Exceeding Target,10456.0,2.61,-0.1,0.29,117.0,09X454,0.225,-0.033,0.8220000000000001,135.0,152.0,2.71,2.61,302.0,0.0,35.0,0.0,0.233,-0.11,0.01,0.97,0.17,-0.057,0.617,0.314,-0.01,0.13,0.157,-0.040999999999999995,0.42200000000000004,0.019,-0.017,0.22399999999999998,0.11199999999999999,-0.008,0.226,0.71,-0.1,-0.02,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,True,0.23026315789473684,2.0,bronx,3.7396076333971533,10.093273920980565,9.124899275134942,3.7396076333971533,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,762381.0,2.0,9.0,16.0,3.0,7.0,2.39,9.5,16.39,6.069999999999999,4.47,0.8368200836820083,0.9473684210526315,0.9762050030506406,0.49423393739703464,1.5659955257270695
"40 W TREMONT ST BRONX, NY 10453",2.2,2.14,BRONX,0.86,Exceeding Target,Yes,10.0,0.894,0.81,Meeting Target,8,06,"06,07,08",40.851349,-73.910712,0.01,0.24,0.98,0.18,0.74,0.01,0.2,0.85,Meeting Target,321000010331.0,0.84,Meeting Target,Meeting Target,0.94,0.85,Meeting Target,0.9,Meeting Target,10453.0,2.23,-0.48,0.02,83.0,10X331,0.294,0.08800000000000001,0.8909999999999999,121.0,152.0,2.4,2.2,298.0,0.0,35.0,0.0,0.0,-0.34,-0.14,0.98,0.228,0.052000000000000005,0.675,0.12300000000000001,-0.2,-0.01,0.258,0.124,0.522,0.045,0.021,0.251,0.147,0.032,0.261,0.8909999999999999,0.08,0.2,THE BRONX SCHOOL OF YOUNG LEADERS,True,0.23026315789473684,2.0,bronx,2.1333285443430134,11.732040473934207,10.678301622164826,2.1333285443430134,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1397209.1800000002,3.0,10.0,3.0,12.0,1.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,1.863354037267081,1.4903129657228018,0.27548209366391185,2.9702970297029703,0.32258064516129037
"2441 WALLACE AVE BRONX, NY 10467",2.46,2.36,BRONX,0.93,Exceeding Target,No,11.0,0.705,0.89,Meeting Target,8,06,"06,07,08",40.86206,-73.864588,0.07,0.18,0.82,0.11,0.64,0.1,0.17,0.86,Exceeding Target,321100010468.0,0.83,Meeting Target,Meeting Target,0.93,0.9,Exceeding Target,0.9,Meeting Target,10467.0,2.5,-0.21,-0.04,54.0,11X468,0.087,0.05,0.6829999999999999,98.0,131.0,2.65,2.39,206.0,0.0,35.0,0.0,0.28,-0.06,-0.03,0.76,0.027999999999999997,-0.008,0.474,0.263,-0.06,-0.01,0.067,0.079,0.332,-0.027999999999999997,-0.051,0.177,0.024,-0.003,0.138,0.76,-0.05,-0.03,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,True,0.26717557251908397,3.0,bronx,1.7748153482630538,13.317339935019271,12.656080117871733,1.7748153482630538,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2722268.31,4.0,14.0,18.0,6.0,8.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,2.4844720496894412,2.0864381520119224,1.652892561983471,1.4851485148514851,2.580645161290323
"3750 BAYCHESTER AVE BRONX, NY 10466",2.34,2.31,BRONX,0.9,Meeting Target,No,11.0,0.701,0.88,Meeting Target,8,06,"06,07,08",40.886043,-73.840576,0.03,0.6,0.93,0.07,0.32,0.02,0.24,0.89,Meeting Target,321100010529.0,0.79,Meeting Target,Meeting Target,0.93,0.84,Meeting Target,0.93,Meeting Target,10466.0,2.49,-0.22,0.19,190.0,11X529,0.08800000000000001,0.051,0.685,119.0,111.0,2.66,2.51,115.0,0.0,35.0,0.0,0.0,-0.34,-0.18,0.91,0.10400000000000001,0.069,0.551,0.24100000000000002,-0.09,0.07,0.053,0.066,0.318,0.042,0.02,0.248,0.008,-0.018000000000000002,0.122,0.75,-0.06,0.02,ONE WORLD MIDDLE SCHOOL AT EDENWALD,True,0.3153153153153153,3.0,bronx,2.6851854975055236,15.362931418959237,14.734420394786937,2.6851854975055236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,399248.0,7.0,18.0,19.0,10.0,9.0,1.3599999999999999,5.07,7.64,3.31,2.32,5.147058823529412,3.5502958579881656,2.486910994764398,3.0211480362537766,3.8793103448275863
"424 LEONARD ST BROOKLYN, NY 11222",2.25,2.22,BROOKLYN,0.77,Approaching Target,Yes,14.0,0.777,0.66,Approaching Target,8,06,"06,07,08",40.719769,-73.947968,0.02,0.22,0.84,0.12,0.63,0.12,0.26,0.87,Meeting Target,331400010126.0,0.82,Meeting Target,Meeting Target,0.92,0.86,Meeting Target,0.83,Meeting Target,11222.0,2.32,-0.39,-0.14,78.0,14K126,0.125,0.035,0.722,141.0,143.0,2.6,2.22,245.0,0.0,35.0,0.0,0.304,-0.04,0.07,0.88,0.141,0.068,0.588,0.188,-0.14,-0.06,0.08900000000000001,0.003,0.353,0.07400000000000001,0.040999999999999995,0.28,-0.033,-0.016,0.081,0.76,-0.05,0.03,JOHN ERICSSON MIDDLE SCHOOL 126,True,0.24475524475524477,2.0,brooklyn,11.344055860251759,2.6098690596258804,3.456107778525504,2.6098690596258804,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,476786.86,0.0,13.0,19.0,8.0,2.0,1.19,4.29,6.109999999999999,2.92,2.0300000000000002,0.0,3.0303030303030303,3.1096563011456633,2.73972602739726,0.9852216748768472
"227 STERLING PL BROOKLYN, NY 11238",2.73,2.47,BROOKLYN,0.93,Meeting Target,No,13.0,0.764,0.91,Exceeding Target,8,06,"06,07,08",40.67627,-73.96972199999998,0.02,0.83,0.96,0.01,0.13,0.01,0.21,0.9,Approaching Target,331700010340.0,0.81,Meeting Target,Approaching Target,0.93,0.83,Meeting Target,0.89,Meeting Target,11238.0,2.42,-0.29,-0.28,190.0,17K340,0.035,-0.035,0.632,73.0,75.0,2.77,2.54,43.0,0.0,35.0,0.0,0.36,0.02,0.04,0.95,0.019,-0.04,0.466,0.213,-0.11,-0.14,-0.012,-0.005,0.253,0.009000000000000001,0.013000000000000001,0.215,0.006999999999999999,-0.049,0.121,0.8240000000000001,0.01,0.02,I.S. 340,True,0.4666666666666667,4.0,brooklyn,14.543914684011046,0.944058132463587,3.686519369894782,0.944058132463587,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5557557.720000006,0.0,0.0,3.0,0.0,0.0,1.03,2.5,4.109999999999999,2.1399999999999997,1.1,0.0,0.0,0.7299270072992702,0.0,0.0
"1420 E 68TH ST BROOKLYN, NY 11234",2.31,2.27,BROOKLYN,0.81,Meeting Target,No,22.0,0.546,0.78,Approaching Target,8,06,"06,07,08",40.620767,-73.912988,0.05,0.73,0.83,0.05,0.1,0.11,0.22,0.82,Meeting Target,332200010078.0,0.74,Approaching Target,Approaching Target,0.93,0.77,Meeting Target,0.86,Approaching Target,11234.0,2.36,-0.35,-0.09,411.0,22K078,-0.052000000000000005,0.026000000000000002,0.545,199.0,211.0,2.55,2.25,50.0,0.0,35.0,0.0,0.124,-0.22,-0.1,0.79,-0.055999999999999994,0.016,0.391,0.18100000000000002,-0.15,-0.06,-0.13,-0.049,0.134,0.051,0.075,0.257,0.037000000000000005,0.062,0.151,0.767,-0.05,0.01,J.H.S. 078 ROY H. MANN,False,0.16587677725118483,2.0,brooklyn,17.810537390765145,5.770016883203305,8.539898776679637,5.770016883203305,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,2743845.0,3.0,11.0,14.0,1.0,13.0,1.3599999999999999,5.07,7.64,3.31,2.32,2.2058823529411766,2.1696252465483234,1.8324607329842932,0.3021148036253776,5.603448275862069
"47-07 30TH PL LONG ISLAND CITY, NY 11101",3.21,3.28,LONG ISLAND CITY,0.9,Meeting Target,No,24.0,0.513,0.86,Meeting Target,12,07,"07,08,09,10,11,12",40.742708,-73.936328,0.22,0.05,0.65,0.04,0.61,0.12,0.04,0.91,Meeting Target,342400011560.0,0.68,Not Meeting Target,Exceeding Target,0.96,0.87,Meeting Target,0.91,Meeting Target,11101.0,3.54,0.83,0.05,6.0,24Q560,-0.152,-0.149,0.445,54.0,32.0,3.28,3.41,60.0,0.0,35.0,0.0,0.968,0.63,0.42,0.6,-0.138,-0.136,0.309,0.7809999999999999,0.45,0.05,-0.064,-0.035,0.2,-0.076,-0.055999999999999994,0.129,-0.057,-0.005,0.057999999999999996,0.9790000000000001,0.17,0.06,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",False,1.09375,4.0,queens,9.657610023204155,4.275120657040521,4.410395437457864,4.275120657040521,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2895624.58,0.0,3.0,1.0,3.0,0.0,0.5900000000000001,2.2300000000000004,3.56,1.54,1.04,0.0,1.3452914798206275,0.2808988764044944,1.948051948051948,0.0
"233-15 MERRICK BLVD ROSEDALE, NY 11422",2.66,2.63,ROSEDALE,0.78,Approaching Target,No,29.0,0.358,0.73,Approaching Target,8,0K,"0K,01,02,03,04,05,06,07,08",40.674937,-73.73674100000002,0.01,0.97,0.98,0.0,0.02,0.0,0.09,0.91,Meeting Target,342900010270.0,0.82,Approaching Target,Meeting Target,0.96,0.87,Meeting Target,0.84,Approaching Target,11422.0,2.6,-0.27,-0.21,664.0,29Q270,-0.285,-0.11,0.32899999999999996,103.0,67.0,2.6,2.42,9.0,0.0,35.0,0.0,0.455,0.16,0.05,0.98,-0.21100000000000002,-0.081,0.256,0.305,-0.07,-0.1,-0.185,-0.031,0.096,-0.028999999999999998,-0.026000000000000002,0.158,-0.086,-0.051,0.027999999999999997,0.892,0.08,0.03,THE GORDON PARKS SCHOOL,False,0.5223880597014925,4.0,queens,16.195825701034266,12.639936983092461,14.846790766992374,12.639936983092461,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,97857.0,0.0,3.0,3.0,2.0,1.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,0.0,0.8450704225352111,0.5639097744360902,0.8438818565400843,0.6134969325153374
"1224 PARK PL-4TH FL BROOKLYN, NY 11213",2.48,2.73,BROOKLYN,0.82,Approaching Target,No,17.0,0.7190000000000001,0.77,Approaching Target,12,0K,"0K,01,02,03,04,05,06,07,08,09,10,11,12",40.672272,-73.937164,0.01,0.87,0.96,0.01,0.09,0.01,0.16,0.84,Approaching Target,331700860882.0,0.83,Approaching Target,Exceeding Target,0.95,0.81,Meeting Target,0.9,Meeting Target,11213.0,2.84,-0.03,0.18,601.0,84K357,0.11699999999999999,0.05,0.732,81.0,80.0,3.25,3.2,67.0,0.0,35.0,0.0,0.34600000000000003,0.05,0.11,0.96,0.105,0.05,0.5720000000000001,0.425,0.05,0.08,0.044000000000000004,0.031,0.325,-0.022000000000000002,-0.011000000000000001,0.165,0.037000000000000005,0.027000000000000003,0.151,0.826,0.02,0.08,KIPP AMP CHARTER SCHOOL,True,0.4375,4.0,brooklyn,14.424858239485264,2.3708123987394885,5.107131674399031,2.3708123987394885,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,532633.0,1.0,1.0,4.0,1.0,1.0,0.57,2.12,3.64,1.39,1.05,1.7543859649122808,0.4716981132075471,1.0989010989010988,0.7194244604316548,0.9523809523809523
"36-12 35TH AVE ASTORIA, NY 11106",2.8,3.02,ASTORIA,0.88,Meeting Target,No,30.0,0.48100000000000004,0.83,Meeting Target,8,0K,"0K,01,02,03,04,05,06,07,08,SE",40.755778,-73.924144,0.17,0.07,0.5,0.07,0.44,0.3,0.1,0.84,Approaching Target,343000860836.0,0.89,Exceeding Target,Meeting Target,0.95,0.86,Meeting Target,0.89,Meeting Target,11106.0,3.09,0.22,-0.01,49.0,84Q706,-0.158,0.0,0.457,73.0,74.0,2.84,2.79,297.0,0.0,35.0,0.0,0.45899999999999996,0.16,0.1,0.45,-0.175,-0.028999999999999998,0.292,0.5529999999999999,0.18,0.01,-0.044000000000000004,0.035,0.237,-0.08900000000000001,-0.048,0.098,-0.1,-0.04,0.013999999999999999,0.9009999999999999,0.09,0.03,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,False,0.47297297297297297,4.0,queens,8.63497059610297,5.376410335540511,5.381281482651493,5.376410335540511,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,553857.0,1.0,6.0,8.0,4.0,3.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,1.1834319526627217,1.0471204188481675,1.2084592145015105,1.293103448275862
"349 CABRINI BLVD NEW YORK, NY 10040",2.84,2.98,NEW YORK,0.91,Meeting Target,No,6.0,0.406,0.82,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.856137,-73.93729499999998,0.02,0.03,0.61,0.07,0.58,0.34,0.11,0.91,Meeting Target,310600010187.0,0.9,Exceeding Target,Meeting Target,0.95,0.88,Meeting Target,0.89,Meeting Target,10040.0,3.01,0.14,-0.04,24.0,06M187,-0.217,-0.259,0.397,100.0,93.0,2.7,2.62,450.0,0.0,36.0,0.0,0.424,0.13,0.09,0.55,-0.228,-0.244,0.239,0.513,0.14,-0.01,-0.081,-0.1,0.2,-0.006,-0.008,0.18100000000000002,-0.061,-0.08199999999999999,0.053,0.877,0.07,0.01,P.S./I.S. 187 HUDSON CLIFFS,False,0.3870967741935484,3.0,manhattan,2.875702240420116,11.723975075391435,10.348616486482042,2.875702240420116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,562276.3300000001,2.0,1.0,3.0,3.0,0.0,1.3599999999999999,5.07,7.64,3.31,2.32,1.4705882352941178,0.1972386587771203,0.39267015706806285,0.9063444108761329,0.0
